,temp,time,humidity,chance_rain,cloud_coverage
0,56,00:00:00,94,0,15
1,54,03:00:00,95,0,21
2,56,06:00:00,91,0,44
3,63,09:00:00,76,0,31
4,73,12:00:00,47,0,19
5,77,15:00:00,36,0,14
6,76,18:00:00,36,0,15
7,74,21:00:00,49,0,8
