,temp,time,humidity,chance_rain,cloud_coverage
0,49,00:00:00,97,100,100
1,49,03:00:00,97,100,100
2,48,06:00:00,97,100,100
3,47,09:00:00,99,100,100
4,48,12:00:00,97,100,100
5,45,15:00:00,95,100,100
6,46,18:00:00,92,100,78
7,50,21:00:00,92,100,74
