,temp,time,humidity,chance_rain,cloud_coverage
0,45,00:00:00,97,0,19
1,43,03:00:00,98,0,100
2,46,06:00:00,98,0,100
3,49,09:00:00,88,67,73
4,56,12:00:00,60,100,63
5,58,15:00:00,55,60,66
6,58,18:00:00,62,100,69
7,55,21:00:00,79,80,63
