,temp,time,humidity,chance_rain,cloud_coverage
0,55,00:00:00,86,0,100
1,53,03:00:00,93,100,100
2,52,06:00:00,98,100,84
3,50,09:00:00,99,100,100
4,50,12:00:00,99,100,100
5,51,15:00:00,98,100,100
6,49,18:00:00,97,100,100
7,50,21:00:00,97,100,100
