,temp,time,humidity,chance_rain,cloud_coverage
0,59,00:00:00,72,0,67
1,56,03:00:00,80,0,68
2,54,06:00:00,96,100,51
3,55,09:00:00,92,0,85
4,55,12:00:00,93,100,100
5,58,15:00:00,76,62,97
6,54,18:00:00,94,100,53
7,56,21:00:00,94,65,55
