,temp,time,humidity,chance_rain,cloud_coverage
0,54,00:00:00,93,0,16
1,51,03:00:00,95,0,9
2,52,06:00:00,93,0,15
3,60,09:00:00,72,0,6
4,68,12:00:00,42,0,4
5,73,15:00:00,31,0,8
6,74,18:00:00,32,0,7
7,67,21:00:00,55,0,10
