,temp,time,humidity,chance_rain,cloud_coverage
0,61,00:00:00,89,82,71
1,57,03:00:00,95,0,29
2,57,06:00:00,94,0,34
3,60,09:00:00,80,100,68
4,61,12:00:00,78,23,61
5,68,15:00:00,63,44,72
6,67,18:00:00,70,100,70
7,62,21:00:00,90,100,55
