,temp,time,humidity,chance_rain,cloud_coverage
0,62,00:00:00,78,0,15
1,58,03:00:00,92,0,29
2,61,06:00:00,87,0,50
3,64,09:00:00,66,0,46
4,65,12:00:00,66,0,92
5,67,15:00:00,61,69,88
6,65,18:00:00,83,77,75
7,67,21:00:00,67,100,83
