,temp,time,humidity,chance_rain,cloud_coverage
0,63,00:00:00,64,77,86
1,62,03:00:00,65,0,30
2,61,06:00:00,69,0,23
3,62,09:00:00,60,0,51
4,62,12:00:00,56,0,48
5,60,15:00:00,54,0,48
6,56,18:00:00,68,60,100
7,55,21:00:00,86,100,100
