,temp,time,humidity,chance_rain,cloud_coverage
0,57,00:00:00,74,0,94
1,57,03:00:00,72,76,56
2,57,06:00:00,74,68,96
3,58,09:00:00,65,71,83
4,51,12:00:00,96,100,100
5,51,15:00:00,97,100,100
6,49,18:00:00,97,100,100
7,50,21:00:00,97,100,100
