,temp,time,humidity,chance_rain,cloud_coverage
0,51,00:00:00,97,100,100
1,51,03:00:00,97,100,100
2,51,06:00:00,96,100,100
3,51,09:00:00,96,71,100
4,52,12:00:00,92,89,100
5,55,15:00:00,78,70,100
6,57,18:00:00,72,0,100
7,57,21:00:00,72,0,100
