,temp,time,humidity,chance_rain,cloud_coverage
0,53,00:00:00,95,0,71
1,50,03:00:00,96,0,51
2,50,06:00:00,94,0,50
3,59,09:00:00,75,0,21
4,67,12:00:00,49,0,16
5,72,15:00:00,36,0,19
6,72,18:00:00,40,0,23
7,69,21:00:00,65,0,24
