,temp,time,humidity,chance_rain,cloud_coverage
0,54,00:00:00,99,100,100
1,53,03:00:00,99,100,100
2,52,06:00:00,99,100,100
3,51,09:00:00,98,100,100
4,55,12:00:00,87,0,61
5,66,15:00:00,51,0,23
6,69,18:00:00,41,0,19
7,66,21:00:00,63,0,10
