,temp,time,humidity,chance_rain,cloud_coverage
0,47,00:00:00,97,100,100
1,46,03:00:00,98,100,100
2,48,06:00:00,97,61,79
3,51,09:00:00,91,100,100
4,54,12:00:00,81,100,73
5,59,15:00:00,62,100,78
6,59,18:00:00,58,100,100
7,57,21:00:00,76,83,94
