,temp,time,humidity,chance_rain,cloud_coverage
0,55,00:00:00,85,0,13
1,53,03:00:00,76,0,17
2,56,06:00:00,68,0,22
3,65,09:00:00,49,0,9
4,71,12:00:00,36,0,23
5,74,15:00:00,27,0,11
6,73,18:00:00,28,0,6
7,71,21:00:00,41,0,46
