,temp,time,humidity,chance_rain,cloud_coverage
0,59,00:00:00,62,0,8
1,55,03:00:00,64,0,4
2,56,06:00:00,64,0,4
3,66,09:00:00,30,0,3
4,70,12:00:00,24,0,4
5,73,15:00:00,22,0,3
6,74,18:00:00,22,0,2
7,71,21:00:00,34,0,3
