,temp,time,humidity,chance_rain,cloud_coverage
0,58,00:00:00,94,100,85
1,57,03:00:00,96,0,43
2,58,06:00:00,97,100,55
3,60,09:00:00,89,100,84
4,67,12:00:00,63,0,53
5,74,15:00:00,48,76,72
6,74,18:00:00,43,0,20
7,72,21:00:00,54,0,28
