,temp,time,humidity,chance_rain,cloud_coverage
0,64,00:00:00,72,0,17
1,58,03:00:00,79,0,13
2,60,06:00:00,80,73,77
3,66,09:00:00,63,0,23
4,76,12:00:00,42,0,18
5,80,15:00:00,34,0,14
6,77,18:00:00,39,67,87
7,73,21:00:00,55,0,17
