,temp,time,humidity,chance_rain,cloud_coverage
0,64,00:00:00,66,0,10
1,58,03:00:00,73,0,10
2,60,06:00:00,70,0,18
3,70,09:00:00,49,0,21
4,78,12:00:00,35,0,7
5,84,15:00:00,26,0,24
6,85,18:00:00,24,0,30
7,70,21:00:00,61,70,77
