,temp,time,humidity,chance_rain,cloud_coverage
0,59,00:00:00,78,0,55
1,57,03:00:00,83,0,95
2,56,06:00:00,96,100,76
3,56,09:00:00,95,100,100
4,53,12:00:00,98,100,100
5,53,15:00:00,97,100,100
6,58,18:00:00,82,81,98
7,59,21:00:00,83,100,75
