,temp,time,humidity,chance_rain,cloud_coverage
0,52,00:00:00,96,0,25
1,50,03:00:00,96,0,12
2,51,06:00:00,94,0,13
3,60,09:00:00,70,0,11
4,67,12:00:00,44,0,6
5,72,15:00:00,31,0,9
6,73,18:00:00,31,0,7
7,69,21:00:00,52,0,6
