,temp,time,humidity,chance_rain,cloud_coverage
0,65,00:00:00,64,0,14
1,61,03:00:00,67,0,16
2,61,06:00:00,72,0,23
3,69,09:00:00,52,0,18
4,78,12:00:00,37,0,14
5,81,15:00:00,30,0,15
6,80,18:00:00,30,0,44
7,74,21:00:00,51,0,44
