,temp,time,humidity,chance_rain,cloud_coverage
0,60,00:00:00,76,0,17
1,55,03:00:00,85,0,11
2,57,06:00:00,82,0,10
3,65,09:00:00,61,0,13
4,74,12:00:00,44,0,9
5,78,15:00:00,36,0,41
6,78,18:00:00,34,0,12
7,76,21:00:00,50,0,5
