,temp,time,humidity,chance_rain,cloud_coverage
0,51,00:00:00,97,100,100
1,51,03:00:00,97,100,100
2,51,06:00:00,96,100,100
3,52,09:00:00,97,68,100
4,52,12:00:00,93,74,100
5,53,15:00:00,85,100,100
6,55,18:00:00,80,84,100
7,58,21:00:00,76,68,100
