,temp,time,humidity,chance_rain,cloud_coverage
0,60,00:00:00,80,0,21
1,62,03:00:00,64,0,24
2,62,06:00:00,61,0,51
3,61,09:00:00,59,0,51
4,62,12:00:00,54,0,88
5,59,15:00:00,60,0,98
6,53,18:00:00,79,100,73
7,54,21:00:00,82,100,79
