,temp,time,humidity,chance_rain,cloud_coverage
0,63,00:00:00,62,0,23
1,59,03:00:00,65,0,23
2,60,06:00:00,61,0,49
3,60,09:00:00,58,0,70
4,64,12:00:00,52,0,55
5,58,15:00:00,60,0,100
6,53,18:00:00,78,100,67
7,55,21:00:00,83,100,100
