,temp,time,humidity,chance_rain,cloud_coverage
0,55,00:00:00,83,62,100
1,55,03:00:00,83,100,100
2,54,06:00:00,91,100,100
3,53,09:00:00,87,100,86
4,51,12:00:00,96,100,100
5,51,15:00:00,96,100,100
6,49,18:00:00,96,100,100
7,50,21:00:00,98,100,100
