,temp,time,humidity,chance_rain,cloud_coverage
0,61,00:00:00,83,0,74
1,58,03:00:00,87,0,45
2,59,06:00:00,82,100,100
3,60,09:00:00,77,0,80
4,64,12:00:00,60,0,74
5,70,15:00:00,46,0,49
6,77,18:00:00,41,0,25
7,69,21:00:00,52,0,34
