,temp,time,humidity,chance_rain,cloud_coverage
0,59,00:00:00,78,100,88
1,55,03:00:00,89,100,60
2,58,06:00:00,87,0,75
3,64,09:00:00,69,0,30
4,73,12:00:00,47,0,11
5,78,15:00:00,36,0,18
6,77,18:00:00,34,0,17
7,75,21:00:00,51,0,45
