,temp,time,humidity,chance_rain,cloud_coverage
0,61,00:00:00,54,0,7
1,56,03:00:00,56,0,14
2,57,06:00:00,61,0,18
3,66,09:00:00,46,0,32
4,74,12:00:00,36,0,47
5,77,15:00:00,30,0,42
6,68,18:00:00,51,0,44
7,69,21:00:00,57,0,15
