,temp,time,humidity,chance_rain,cloud_coverage
0,53,00:00:00,82,100,100
1,51,03:00:00,95,100,100
2,51,06:00:00,98,100,100
3,52,09:00:00,94,66,81
4,58,12:00:00,75,0,46
5,65,15:00:00,52,60,93
6,64,18:00:00,60,0,47
7,60,21:00:00,72,0,64
