,temp,time,humidity,chance_rain,cloud_coverage
0,49,00:00:00,95,100,63
1,46,03:00:00,98,0,100
2,46,06:00:00,98,0,100
3,53,09:00:00,81,60,52
4,59,12:00:00,49,65,100
5,61,15:00:00,48,70,77
6,61,18:00:00,50,0,100
7,58,21:00:00,68,76,92
