,temp,time,humidity,chance_rain,cloud_coverage
0,55,00:00:00,81,0,99
1,51,03:00:00,92,0,37
2,54,06:00:00,85,0,44
3,60,09:00:00,67,0,16
4,69,12:00:00,46,0,9
5,72,15:00:00,38,0,18
6,70,18:00:00,45,0,54
7,67,21:00:00,64,0,61
