,temp,time,humidity,chance_rain,cloud_coverage
0,64,00:00:00,68,100,84
1,61,03:00:00,60,0,10
2,61,06:00:00,66,0,12
3,68,09:00:00,52,0,9
4,76,12:00:00,40,0,12
5,81,15:00:00,32,0,5
6,78,18:00:00,34,0,75
7,67,21:00:00,73,0,12
