,temp,time,humidity,chance_rain,cloud_coverage
0,53,00:00:00,83,0,100
1,52,03:00:00,90,100,100
2,51,06:00:00,97,100,71
3,51,09:00:00,97,100,90
4,51,12:00:00,97,100,100
5,51,15:00:00,98,100,100
6,49,18:00:00,97,100,100
7,50,21:00:00,97,100,100
