,temp,time,humidity,chance_rain,cloud_coverage
0,49,00:00:00,97,100,100
1,49,03:00:00,97,100,100
2,48,06:00:00,96,100,100
3,47,09:00:00,97,100,100
4,48,12:00:00,97,100,100
5,48,15:00:00,97,100,100
6,48,18:00:00,97,100,100
7,47,21:00:00,98,100,100
