,temp,time,humidity,chance_rain,cloud_coverage
0,60,00:00:00,73,0,32
1,55,03:00:00,81,0,21
2,56,06:00:00,88,83,88
3,56,09:00:00,92,100,96
4,58,12:00:00,88,86,100
5,64,15:00:00,67,88,100
6,63,18:00:00,66,0,49
7,62,21:00:00,75,0,57
