,temp,time,humidity,chance_rain,cloud_coverage
0,52,00:00:00,93,0,47
1,49,03:00:00,94,0,47
2,50,06:00:00,88,0,23
3,59,09:00:00,63,0,14
4,69,12:00:00,46,0,12
5,72,15:00:00,41,0,19
6,70,18:00:00,47,0,14
7,68,21:00:00,62,0,12
