,temp,time,humidity,chance_rain,cloud_coverage
0,50,00:00:00,99,100,100
1,50,03:00:00,99,100,100
2,50,06:00:00,99,100,100
3,51,09:00:00,98,100,100
4,50,12:00:00,98,100,100
5,53,15:00:00,92,63,87
6,56,18:00:00,81,75,83
7,58,21:00:00,81,0,48
