,temp,time,humidity,chance_rain,cloud_coverage
0,58,00:00:00,93,0,42
1,56,03:00:00,95,0,63
2,58,06:00:00,92,0,87
3,63,09:00:00,74,70,82
4,68,12:00:00,58,62,75
5,76,15:00:00,40,0,12
6,76,18:00:00,37,0,13
7,74,21:00:00,53,0,11
